Origem do Pedido,Marca,UNIDADE,Data de solicitação,Data da compra,CNPJ,ITEM,Nº do Pedido,Comprador,Nº cotações,Fornecedor,Previsão de Entrega,Pedido Recebido na Unidade,Status da Entrega,Valor,Natureza do Item,Natureza Orçamentária,Centro de Custo,Condição de Pgto.,Observação,NF,Forma de Pagto,Fluig,Data de Pagamento,Competencia certa?,Pagamento realizado com multa?,Valor da multa,Data da Aprovação,Responsável Pgto,Ocorrência,Mês da Ocorrência,Nova data de entrega,Situação,Mês,Mês2,Ano,SLA Pedidos Emergenciais,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Santo André,05/12/2023,06/12/2023,,BEBEDOURO LINHA DOMESTICA,12424,Julliene Serapião,3,Bestinfo,15/01/2024,Sim,Entregue,805,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,05622,Boleto,925378,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Itu,05/12/2023,06/12/2023,"58.975.350/0001-53 (EM), 10.259.846/0001-02 - Faturamento (FUND) e 10.300.657/0001-28 (INFANTIL)",BEBEDOURO LINHA DOMESTICA,12425,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,1.425,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00011,Depósito,914859,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Elite Ilha do Governador,05/12/2023,06/12/2023,14.011.425/0018-59,BEBEDOURO LINHA DOMESTICA,12426,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,1.124,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Tijuca 1,05/12/2023,06/12/2023,08.042.036/0001-40,BEBEDOURO LINHA DOMESTICA,12427,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,1.425,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00033,Boleto,944458,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Botafogo 1,05/12/2023,06/12/2023,40.345.365/0002-53,BEBEDOURO LINHA DOMESTICA,12428,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,1.425,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00032,Boleto,944454,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nosso CEI,Nosso CEI Roberto Freire,05/12/2023,06/12/2023,12.753.752/0004-55,BEBEDOURO LINHA DOMESTICA,12429,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,1.056,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,8700652,Boleto,953083,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Boa Viagem,05/12/2023,06/12/2023,03.953.723/0001-01 e 03.953.723/0005-27,BEBEDOURO LINHA DOMESTICA,12430,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,984,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00035,Boleto,944467,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Casa Forte,05/12/2023,06/12/2023,09.793.548/0001-00 (Faturar) e 09.793.548/0002-91,BEBEDOURO LINHA DOMESTICA,12431,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,2.112,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,8700770,Boleto,953086,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Bangu,06/12/2023,07/12/2023,14.011.425/0011-82,PROJETOR GOLDENTEC 7000,12438,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,4.318,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139838,Depósito,929381,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Campo Grande 1,06/12/2023,07/12/2023,14.011.425/0013-44,PROJETOR GOLDENTEC 7000,12439,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,4.318,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139839,Depósito,929376,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Ilha do Governador,06/12/2023,07/12/2023,14.011.425/0018-59,PROJETOR GOLDENTEC 7000,12440,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,2.159,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139840,Depósito,929368,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Tijuca,06/12/2023,07/12/2023,14.011.425/0004-53,PROJETOR GOLDENTEC 7000,12441,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,2.159,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139906,Depósito,929365,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Três Rios,06/12/2023,07/12/2023,14.011.425/0036-30,PROJETOR GOLDENTEC 7000,12442,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,2.159,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139841,Depósito,929362,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Guará,06/12/2023,07/12/2023,14.011.425/0065-75 ,PROJETOR GOLDENTEC 7000,12443,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,4.318,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139811,Depósito,929359,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Cascavel,06/12/2023,07/12/2023,14.011.425/0022-35,PROJETOR GOLDENTEC 7000,12444,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,2.159,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139842,Depósito,929357,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Núcleo,06/12/2023,07/12/2023,15.539.941/0001-75,PROJETOR GOLDENTEC 7000,12445,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,86.360,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139843,Depósito,929352,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,pH,pH Tijuca 1,06/12/2023,07/12/2023,40.345.365/0001-72,PROJETOR GOLDENTEC 7000,12446,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,4.318,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139844,Depósito,929346,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Petrolina,06/12/2023,07/12/2023,03.953.723/0004-46,PROJETOR GOLDENTEC 7000,12447,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,4.318,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,139845,Depósito,929344,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Cidade Nova,06/12/2023,07/12/2023,13.953.256/0001-65 (Faturamento) e 22.129.299/0001-11,PROJETOR GOLDENTEC 7000,12448,Julliene Serapião,3,IByte,15/01/2024,Sim,Entregue,4.318,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,1448354,Depósito,929341,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Caruaru,06/12/2023,07/12/2023,03.953.723/0003-65,BEBEDOURO LINHA DOMESTICA,12455,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,4.232,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00024,Boleto,915793,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Colégio do Salvador,Colégio do Salvador Colégio do Salvador,06/12/2023,07/12/2023,00.709.873/0007-63,BEBEDOURO LINHA DOMESTICA,12456,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,11.098,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00012,Boleto,915137,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Internacional Máxima,06/12/2023,07/12/2023,19.213.316/0029-90,BEBEDOURO LINHA DOMESTICA,12457,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,987,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,8700471,Boleto,953075,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Master,Master Boa Esperança,06/12/2023,07/12/2023,37.464.211/0003-57,BEBEDOURO LINHA DOMESTICA,12458,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,1.079,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00030,Depósito,944519,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Master,Master Khalil Rondonópolis,06/12/2023,07/12/2023,37.464.211/0005-19            ,BEBEDOURO LINHA DOMESTICA,12459,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,2.158,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,8700050,Boleto,953072,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Adrianópolis,06/12/2023,07/12/2023,29.445.572/0001-66,BEBEDOURO LINHA DOMESTICA,12460,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,855,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,,,,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Adrianópolis,06/12/2023,07/12/2023,29.445.572/0001-66,BEBEDOUROgalão,,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,4.476,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00023,Boleto,915772,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,CBV,CBV Boa Viagem ,06/12/2023,07/12/2023,34.805.164/0001-08,BEBEDOURO LINHA DOMESTICA,12461,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,855,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00031,Depósito,944539,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,CBV,CBV Jaqueira,06/12/2023,07/12/2023,26.155.626/0001-60,BEBEDOURO LINHA DOMESTICA,12462,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,1.079,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,CBV,CBV Jaqueira,06/12/2023,07/12/2023,26.155.626/0001-60,Bebedouros de galão – bancada – opção 2/Bebedouros de galão – piso,12462,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,6.142,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00022,Boleto,915325,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,CEI,CEI Mirassol 1,06/12/2023,07/12/2023,02.095.488/0002-94,BEBEDOURO LINHA DOMESTICA,12463,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,1.470,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Colégio do Salvador,Colégio do Salvador Colégio do Salvador,09/04/2024,09/04/2024,00.709.873/0007-63,BEBEDOURO LINHA DOMESTICA,13.856,Julliene Serapião,1 (Exceção Compliance),LIMPAC,10/04/2024,Sim,Entregue,4.516,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,28488,Boleto,975654,,,,,,ju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,CEI,CEI Zona Sul,06/12/2023,07/12/2023,04.884.804/0001-51,BEBEDOURO LINHA DOMESTICA,12464,Julliene Serapião,3,SOLUTION(comercial Ynoffice),15/01/2024,Sim,Entregue,3.237,Ativos,Equipamentos em Geral,Escola - Unidade,28 DIAS,,00028,Depósito,944552,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Alfa,Alfa Tesla Maringá,08/12/2023,11/12/2023,11.729.181/0001-08,BANDEIRAS,12513,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,873,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Alfa,Alfa Toledo,08/12/2023,11/12/2023,14.011.425/0027-40,BANDEIRAS,12514,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,873,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Alfa,Alfa Pedra Branca ,08/12/2023,11/12/2023,07.204.769/0001-70,BANDEIRAS,12515,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,205,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Coleguium,Coleguium Castelo,08/12/2023,11/12/2023,19.213.316/0002-70,BANDEIRAS,12516,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,360,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Tijuca,08/12/2023,11/12/2023,14.011.425/0004-53,BANDEIRAS,12517,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,1.836,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01838,Depósito,929252,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Elite,Elite Guará,08/12/2023,11/12/2023,14.011.425/0065-75 ,BANDEIRAS,12518,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,205,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
Emergencial,Elite,Elite Guará,08/12/2023,11/12/2023,14.011.425/0065-75 ,,,,3,sportnet,15/01/2024,Sim,Entregue,828,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02242,Depósito,1005738,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Ideal,Ideal Águas Claras Jequitibá,08/12/2023,11/12/2023,17.160.713/0003-87,BANDEIRAS,12519,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,565,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Ideal,Ideal Asa Norte,08/12/2023,11/12/2023, 04.559.623/0005-83,BANDEIRAS,12520,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,565,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Ideal,Ideal Taguatinga 26,08/12/2023,11/12/2023,17.160.713/0001-15,BANDEIRAS,12521,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,1.098,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Ideal,Ideal Taguatinga 31,08/12/2023,11/12/2023,17.160.713/0002-04,BANDEIRAS,12522,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,565,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Ideal,Ideal Asa Sul ,08/12/2023,11/12/2023,04.559.623/0006-64,BANDEIRAS,12523,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,565,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Copacabana,08/12/2023,11/12/2023,09.078.047/0001-42,BANDEIRAS,12524,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,170,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Recreio 2,08/12/2023,11/12/2023,15.539.941/0004-18,BANDEIRAS,12525,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,360,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Teresópolis,08/12/2023,11/12/2023,22.613.895/0004-15,BANDEIRAS,12526,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,1.271,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Pensi,Pensi Teresópolis,08/12/2023,11/12/2023,22.613.895/0004-15,,,,3,sportnet,15/01/2024,Não,Atrasado,990,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01950,Depósito,964383,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Sigma,Sigma Águas Claras,08/12/2023,11/12/2023,00.709.873/0004-10,BANDEIRAS,12527,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,375,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Motivo,Motivo Caruaru,08/12/2023,11/12/2023,03.953.723/0003-65,BANDEIRAS,12749/13203/12528,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,2.504,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,Pedidos juntos,01811,Depósito,929085,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Colégio do Salvador,Colégio do Salvador Colégio do Salvador,08/12/2023,11/12/2023,00.709.873/0007-63,BANDEIRAS,13205 / 12529,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,1.170,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,Pedidos juntos,01789,Depósito,928255,,,,,,Paula,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Nota 10,Nota 10 Maracaju,08/12/2023,11/12/2023,19.213.316/0028-00,BANDEIRAS,12530,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,534,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Integrado,Integrado Areião,08/12/2023,11/12/2023,02.852.848/0003-36,BANDEIRAS,12531,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,565,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,ISO,ISO Bessa 2,08/12/2023,11/12/2023,27.358.371/0002-87,BANDEIRAS,12532,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,565,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,ISO,ISO Bessa 2,08/12/2023,11/12/2023,27.358.371/0002-87,,,,3,sportnet,15/01/2024,Sim,Entregue,3.241,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01817,Depósito,929292,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,ISO,ISO Bessa 2,08/12/2023,11/12/2023,27.358.371/0002-87,,,,3,sportnet,15/01/2024,Não,Atrasado,304,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02047,Depósito,967339,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,ISO,ISO Bessa 2,08/12/2023,11/12/2023,27.358.371/0002-87,,,,3,sportnet,15/01/2024,Não,Atrasado,378,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02150,Depósito,1000136,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Master,Master Khalil Rondonópolis,08/12/2023,11/12/2023,37.464.211/0005-19            ,BANDEIRAS,12533,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,205,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Master,Master Khalil Rondonópolis,08/12/2023,11/12/2023,37.464.211/0005-19            ,,,,3,sportnet,15/01/2024,Sim,Entregue,990,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02128,Depósito,972917,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Cidade Nova,08/12/2023,11/12/2023,13.953.256/0001-65 (Faturamento) e 22.129.299/0001-11,BANDEIRAS,12534,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,360,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,01984,Depósito,972220,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Cidade Nova,08/12/2023,11/12/2023,13.953.256/0001-65 (Faturamento) e 22.129.299/0001-11,,,,3,sportnet,15/01/2024,Não,Atrasado,52,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02055,Depósito,967349,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Lato Sensu,Lato Sensu Cidade Nova,08/12/2023,11/12/2023,13.953.256/0001-65 (Faturamento) e 22.129.299/0001-11,,,,3,sportnet,15/01/2024,Não,Atrasado,189,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02155,Depósito,998703,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Master,Master Alvorada,08/12/2023,11/12/2023,37.464.211/0004-38,,,,3,sportnet,15/01/2024,Não,Atrasado,200,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,02046,Depósito,967350,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,CEI,CEI Mirassol 2,08/12/2023,11/12/2023,02.095.488/0001-03,BANDEIRAS,12535,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,170,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,ISO,CEI Zona Sul,08/12/2023,11/12/2023,04.884.804/0001-51,BANDEIRAS,12536,Julliene Serapião,3,sportnet,15/01/2024,Sim,Entregue,1.271,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,,,,,,,,,,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Alfa,Alfa Campo Mourão,11/12/2023,12/12/2023,14.011.425/0035-50,BEBEDOURO INDUSTRIAL,12465,Julliene Serapião,3,Claumat,25/01/2024,Sim,Entregue,2.375,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,06147,Depósito,927562,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Alfa,Alfa Castelo Blumenau,11/12/2023,12/12/2023,17.308.306/0002-93,BEBEDOURO INDUSTRIAL,12466,Julliene Serapião,3,Claumat,25/01/2024,Sim,Entregue,3.900,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,06350,Depósito,966078,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Alfa,Alfa Jangada Jaraguá do Sul,11/12/2023,12/12/2023,14.011.425/0049-55,BEBEDOURO INDUSTRIAL,12467,Julliene Serapião,3,Claumat,25/01/2024,Sim,Entregue,2.375,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,06148,Depósito,927561,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
1ª Janela de Ativos,Alfa,Alfa Joinville,11/12/2023,12/12/2023,14.011.425/0046-02,BEBEDOURO INDUSTRIAL,12468,Julliene Serapião,3,Claumat,25/01/2024,Sim,Entregue,4.600,Ativos,Equipamentos em Geral,Escola - Unidade,30 DIAS,,06236,Depósito,965208,,,,,,Patrícia,,,,,12,dezembro,2023,1,,,,,,,,,,,,,,,,,,,,,
